Age,Employ_type,Education,Education_years,Marriage,Occupation,Relationship,Race,Gender,Capital-gain,Captial-loss,hours-per-week,Income
26, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40,0
58, Self-emp-inc, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40,1
62, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55,1
31, Private, Bachelors,13, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40,0
77, ?, Assoc-voc,11, Married-spouse-absent, ?, Not-in-family, White, Female,0,0,25,0
25, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
38, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,56,0
33, Private, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40,0
51, Federal-gov, Some-college,10, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40,0
20, Private, Assoc-voc,11, Never-married, Farming-fishing, Own-child, White, Male,0,0,40,0
40, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,0
20, Private, 10th,6, Never-married, Other-service, Not-in-family, White, Male,0,0,40,0
41, Local-gov, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,25,0
44, Private, 12th,8, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40,0
35, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40,0
35, Self-emp-not-inc, HS-grad,9, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,60,0
46, Federal-gov, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40,0
24, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,17,0
18, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,40,0
37, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
58, Private, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,8,0
55, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,0
68, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,30,0
41, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,1
50, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50,1
48, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
42, ?, Some-college,10, Never-married, ?, Not-in-family, White, Male,0,0,45,0
45, Private, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40,0
43, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,0
37, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35,0
43, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45,1
36, Private, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40,0
60, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,30,0
27, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50,0
36, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50,1
47, State-gov, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40,0
33, Private, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,80,0
19, State-gov, 12th,8, Never-married, Transport-moving, Own-child, Black, Male,0,0,20,0
33, Private, Bachelors,13, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35,0
34, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40,1
33, Private, HS-grad,9, Divorced, Other-service, Unmarried, White, Female,0,0,40,0
57, Private, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,48,0
59, Private, Masters,14, Never-married, Sales, Not-in-family, White, Female,27828,0,45,1
36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,2002,40,0
60, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,1
33, Local-gov, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,0
41, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45,0
20, Self-emp-not-inc, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,10,0
28, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,2202,0,50,0
24, State-gov, Masters,14, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20,0
31, Private, 12th,8, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,60,0
38, Private, HS-grad,9, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0,0,40,0
40, Private, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45,0
55, State-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15,0
49, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4064,0,50,0
33, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45,0
52, Private, 5th-6th,3, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40,0
24, Local-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35,0
46, Private, Bachelors,13, Divorced, Craft-repair, Not-in-family, White, Male,0,0,48,0
20, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20,0
50, Private, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40,0
22, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40,0
32, Self-emp-inc, Some-college,10, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,35,0
46, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,65,1
62, ?, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,2961,0,30,0
39, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,62,1
26, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15,0
20, Private, Some-college,10, Never-married, Sales, Own-child, Black, Female,0,0,14,0
37, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50,0
40, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,24,0
22, Private, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,38,0
32, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Female,10520,0,40,1
41, Private, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,50,0
24, Private, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40,0
40, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,0
37, State-gov, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,39,1
42, Private, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,40,1
56, Private, 9th,5, Widowed, Sales, Unmarried, White, Female,0,0,40,0
20, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50,0
55, Local-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40,0
29, Private, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40,0
37, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40,0
61, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60,0
26, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,38,0
49, Self-emp-inc, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,55,0
18, Local-gov, 7th-8th,4, Never-married, Farming-fishing, Own-child, White, Male,0,0,40,0
30, Private, 9th,5, Never-married, Farming-fishing, Other-relative, Black, Male,0,0,40,0
24, Private, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,20,0
24, State-gov, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,0
37, Private, HS-grad,9, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40,0
37, Local-gov, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40,0
36, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,65,0
40, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40,0
44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55,0
43, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20,0
19, Private, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35,0
50, Private, Masters,14, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,1485,40,0
17, ?, 10th,6, Never-married, ?, Own-child, White, Male,0,0,30,0
39, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,50,0
43, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40,0
43, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
40, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40,1
31, State-gov, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40,0
25, Private, Bachelors,13, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40,0
30, Federal-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,1876,40,0
55, Private, 9th,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40,0
55, Private, 7th-8th,4, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,75,0
29, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40,0
28, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,10520,0,60,1
30, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
33, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1672,55,0
23, Private, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40,0
71, Private, 11th,7, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,75,0
22, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,6,0
21, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40,0
62, ?, HS-grad,9, Married-civ-spouse, ?, Husband, Asian-Pac-Islander, Male,0,0,24,0
22, ?, Some-college,10, Married-spouse-absent, ?, Unmarried, Black, Female,0,0,40,0
49, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40,0
31, Private, Assoc-acdm,12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20,0
27, Private, Assoc-acdm,12, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40,0
27, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40,1
26, Private, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,20,0
30, ?, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40,0
17, Private, 10th,6, Never-married, Other-service, Own-child, White, Female,0,0,30,0
26, Private, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50,0
45, Private, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40,0
50, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40,1
31, Private, HS-grad,9, Never-married, Farming-fishing, Unmarried, White, Male,0,0,45,0
51, Private, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40,0
56, Private, 9th,5, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40,0
24, State-gov, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,35,0
29, Private, 12th,8, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40,0
26, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,0,24,0
51, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45,0
32, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40,0
47, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,1
30, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40,0
41, ?, 11th,7, Widowed, ?, Other-relative, Black, Female,0,0,40,0
49, Federal-gov, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
40, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40,1
62, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40,1
43, Self-emp-inc, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60,0
76, Private, 5th-6th,3, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,20,0
40, ?, Masters,14, Married-civ-spouse, ?, Husband, White, Male,0,0,60,1
35, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50,1
27, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40,0
54, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40,1
55, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,0
21, Private, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,12,0
20, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20,0
39, Private, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,0,0,20,0
26, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,10520,0,64,1
20, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,42,0
28, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60,0
56, Federal-gov, Some-college,10, Separated, Other-service, Not-in-family, Black, Male,0,0,40,0
39, Private, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40,0
44, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40,1
55, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,1
54, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,0
30, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,13550,0,45,1
34, Local-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,57,1
42, Private, HS-grad,9, Never-married, Transport-moving, Unmarried, Black, Female,0,0,38,0
50, Self-emp-inc, Some-college,10, Separated, Exec-managerial, Unmarried, White, Female,0,0,75,0
34, Federal-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40,1
23, Private, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,33,0
27, ?, Bachelors,13, Never-married, ?, Unmarried, Asian-Pac-Islander, Male,0,0,25,0
81, ?, Bachelors,13, Widowed, ?, Not-in-family, White, Male,0,0,5,0
47, Private, 11th,7, Never-married, Machine-op-inspct, Unmarried, Black, Female,6849,0,40,0
57, Private, 5th-6th,3, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40,0
65, ?, Assoc-voc,11, Married-civ-spouse, ?, Wife, White, Female,0,0,56,1
33, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50,0
37, Private, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,48,0
53, Private, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40,0
27, State-gov, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40,0
47, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50,1
42, Private, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50,0
39, Private, Some-college,10, Never-married, Prof-specialty, Not-in-family, Black, Male,4787,0,40,1
58, Local-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40,0
20, Private, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Male,0,0,24,0
19, Private, HS-grad,9, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40,0
39, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35,0
51, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,44,0
52, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female,0,0,40,0
53, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50,1
50, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40,0
36, Private, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40,0
30, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Female,0,0,72,0
30, Private, Some-college,10, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40,0
50, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55,1
76, Private, 7th-8th,4, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,40,0
46, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,2415,40,1
24, Private, Some-college,10, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40,0
26, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,2885,0,40,0
56, Self-emp-not-inc, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50,1
